Local TimeFreq mean	I 4 mean	I a mean	I avg mean	I b mean	I c mean	kVA tot mean	kVAR tot mean	kW tot mean	PF lag mean	PF lead mean	V unbal mean	Vll ab mean	Vll avg mean	Vll bc mean	Vll ca mean
01-05-2024 06:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.25	34820.19	34734.83	34723.53	34660.79
01-05-2024 06:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.25	34689.87	34597.84	34585.51	34518.08
01-05-2024 07:00:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.25	35111.30	35020.50	34990.76	34959.39
01-05-2024 07:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.30	35582.94	35478.33	35448.10	35403.92
01-05-2024 07:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	35789.29	35716.40	35704.78	35655.19
01-05-2024 07:45:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.18	35786.81	35733.45	35724.39	35689.04
01-05-2024 08:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.21	35752.91	35679.05	35664.54	35619.83
01-05-2024 08:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	35596.86	35514.09	35510.18	35435.21
01-05-2024 08:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.20	35207.55	35162.13	35186.85	35091.94
01-05-2024 08:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	34948.91	34889.09	34918.39	34799.98
01-05-2024 09:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	34807.84	34734.09	34744.59	34649.82
01-05-2024 09:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	34747.55	34640.45	34617.48	34556.22
01-05-2024 09:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34845.21	34726.06	34688.95	34644.07
01-05-2024 09:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.22	34758.14	34652.38	34619.07	34579.84
01-05-2024 10:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.16	34653.80	34574.10	34552.71	34515.81
01-05-2024 10:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.19	34584.05	34498.00	34481.80	34428.09
01-05-2024 10:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	34741.29	34665.02	34661.67	34592.13
01-05-2024 10:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	34633.25	34573.95	34592.28	34496.23
01-05-2024 11:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.21	34547.14	34477.38	34492.63	34392.38
01-05-2024 11:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.19	34548.50	34481.86	34496.33	34400.74
01-05-2024 11:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.19	34585.30	34520.95	34545.39	34432.15
01-05-2024 11:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.18	34625.94	34561.58	34583.33	34475.54
01-05-2024 12:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	34676.95	34622.31	34656.49	34533.42
01-05-2024 12:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.14	34665.64	34620.55	34653.96	34542.05
01-05-2024 12:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.15	34743.54	34688.44	34704.54	34617.19
01-05-2024 12:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.16	34772.84	34713.82	34735.27	34633.28
01-05-2024 13:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.18	34914.54	34856.22	34878.74	34775.36
01-05-2024 13:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.26	34959.75	34933.33	35016.59	34823.75
01-05-2024 13:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	34922.33	34885.68	34958.19	34776.48
01-05-2024 13:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34922.61	34884.94	34965.94	34766.26
01-05-2024 14:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34985.30	34951.34	35032.06	34836.66
01-05-2024 14:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34991.08	34963.07	35051.81	34846.30
01-05-2024 14:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34977.65	34941.10	35023.57	34821.98
01-05-2024 14:45:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	35025.01	34991.39	35075.49	34873.65
01-05-2024 15:00:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34934.22	34902.93	34984.74	34789.94
01-05-2024 15:15:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34862.27	34842.83	34934.05	34732.09
01-05-2024 15:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	34830.27	34820.44	34910.77	34720.34
01-05-2024 15:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	34847.58	34822.14	34905.65	34713.26
01-05-2024 16:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34919.28	34890.18	34971.52	34779.70
01-05-2024 16:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	34990.46	34962.77	35041.82	34855.99
01-05-2024 16:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34967.19	34945.98	35040.02	34830.75
01-05-2024 16:45:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34949.85	34940.75	35044.39	34828.03
01-05-2024 17:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	35131.45	35124.13	35233.28	35007.71
01-05-2024 17:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.26	35341.80	35321.75	35424.34	35199.06
01-05-2024 17:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	35319.48	35301.21	35406.85	35177.33
01-05-2024 17:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.25	35260.65	35238.11	35339.71	35113.96
01-05-2024 18:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	35267.14	35254.91	35356.35	35141.18
01-05-2024 18:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	35467.51	35447.38	35559.38	35315.19
01-05-2024 18:30:0059.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	35276.00	35249.77	35358.57	35114.72
01-05-2024 18:45:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.33	34987.38	34960.58	35089.55	34804.69
01-05-2024 19:00:0059.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.36	35078.77	35036.96	35164.16	34867.96
01-05-2024 19:15:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.38	35314.36	35263.93	35389.33	35088.12
01-05-2024 19:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.37	35101.31	35044.97	35162.00	34871.55
01-05-2024 19:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.37	35195.02	35139.09	35254.94	34967.27
01-05-2024 20:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.44	35404.32	35300.92	35374.66	35123.74
01-05-2024 20:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.50	35553.63	35381.63	35382.46	35208.86
01-05-2024 20:30:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.50	35515.63	35357.02	35372.75	35182.73
01-05-2024 20:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.50	35575.81	35424.82	35453.99	35244.67
01-05-2024 21:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.48	35713.63	35568.16	35593.56	35397.29
01-05-2024 21:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.44	35768.26	35627.35	35650.03	35463.82
01-05-2024 21:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.45	35806.92	35668.25	35696.95	35500.84
01-05-2024 21:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.44	35945.16	35813.27	35843.18	35651.52
01-05-2024 22:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.42	36097.30	35958.81	35972.48	35806.68
01-05-2024 22:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.40	35440.32	35303.85	35309.14	35162.09
01-05-2024 22:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.33	35202.63	35102.19	35127.74	34976.18
01-05-2024 22:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	35202.59	35115.02	35138.38	35004.21
01-05-2024 23:00:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	35066.01	34983.14	35003.57	34879.91
01-05-2024 23:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	35100.68	35042.25	35082.06	34943.95
01-05-2024 23:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	35098.94	35066.93	35123.15	34978.71
01-05-2024 23:45:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.21	35166.81	35113.80	35144.32	35030.23
02-05-2024 00:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.19	35221.58	35167.13	35183.62	35096.27
02-05-2024 00:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	35204.14	35156.09	35174.57	35089.59
02-05-2024 00:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.18	35039.98	35001.22	35030.36	34933.33
02-05-2024 00:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.20	34446.17	34415.56	34460.52	34339.96
02-05-2024 01:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.20	34530.75	34507.25	34554.52	34436.52
02-05-2024 01:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.25	34457.07	34402.69	34438.19	34312.89
02-05-2024 01:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.30	34380.77	34306.47	34342.32	34196.37
02-05-2024 01:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34445.53	34370.68	34409.04	34257.43
02-05-2024 02:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.30	34490.01	34416.19	34452.79	34305.79
02-05-2024 02:15:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34611.78	34534.44	34572.65	34418.91
02-05-2024 02:30:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34614.46	34535.25	34570.05	34421.31
02-05-2024 02:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34643.00	34568.30	34604.13	34457.74
02-05-2024 03:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34621.43	34547.54	34586.56	34434.65
02-05-2024 03:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.33	34612.14	34533.28	34569.84	34417.88
02-05-2024 03:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34557.95	34486.79	34529.02	34373.38
02-05-2024 03:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34600.14	34527.77	34567.93	34415.22
02-05-2024 04:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34589.71	34519.82	34556.00	34413.66
02-05-2024 04:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.30	34571.94	34503.19	34538.84	34398.69
02-05-2024 04:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34510.59	34448.91	34487.49	34348.64
02-05-2024 04:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.30	34457.26	34385.00	34415.71	34282.07
02-05-2024 05:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34418.34	34342.18	34381.86	34226.37
02-05-2024 05:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34265.20	34186.84	34222.00	34073.25
02-05-2024 05:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34054.80	33977.36	34006.77	33870.48
02-05-2024 05:45:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34383.18	34294.62	34323.78	34176.90
02-05-2024 06:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	34812.84	34724.92	34744.30	34617.55
02-05-2024 06:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34874.07	34780.69	34801.25	34666.66
02-05-2024 06:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.30	34728.95	34640.43	34665.69	34526.70
02-05-2024 06:45:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	34672.36	34603.86	34641.43	34497.85
02-05-2024 07:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	34741.99	34700.15	34752.65	34605.83
02-05-2024 07:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.16	35150.03	35120.89	35161.88	35050.65
02-05-2024 07:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.14	35111.25	35065.89	35088.79	34997.64
02-05-2024 07:45:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.16	35113.05	35064.41	35097.83	34982.38
02-05-2024 08:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.18	35133.53	35085.04	35117.09	35004.44
02-05-2024 08:15:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	34969.14	34930.36	34976.14	34845.87
02-05-2024 08:30:0059.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	34867.49	34821.71	34861.00	34736.63
02-05-2024 08:45:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	34707.34	34668.02	34712.25	34584.44
02-05-2024 09:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.17	34715.84	34680.34	34724.78	34600.40
02-05-2024 09:15:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.21	34811.39	34781.59	34853.35	34680.12
02-05-2024 09:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	34650.79	34629.66	34709.78	34528.38
02-05-2024 09:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	34676.55	34654.86	34732.48	34555.56
02-05-2024 10:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.22	34640.49	34617.27	34690.63	34520.70
02-05-2024 10:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	34552.65	34532.92	34604.96	34441.15
02-05-2024 10:30:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34453.29	34437.00	34524.26	34333.46
02-05-2024 10:45:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34470.75	34460.16	34554.62	34355.09
02-05-2024 11:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	34487.08	34480.24	34574.68	34378.96
02-05-2024 11:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34467.64	34455.15	34552.34	34345.38
02-05-2024 11:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.34	34514.11	34534.24	34669.96	34418.62
02-05-2024 11:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.33	34452.20	34483.96	34618.07	34381.68
02-05-2024 12:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.35	34436.27	34458.14	34591.10	34347.06
02-05-2024 12:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.33	34663.06	34668.84	34790.90	34552.66
02-05-2024 12:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	34780.82	34775.29	34872.95	34671.98
02-05-2024 12:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34705.28	34707.22	34807.25	34609.21
02-05-2024 13:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34630.26	34632.25	34730.92	34535.54
02-05-2024 13:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	34564.38	34560.50	34652.62	34464.51
02-05-2024 13:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	34733.17	34710.36	34781.39	34616.53
02-05-2024 13:45:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.26	34919.91	34892.27	34964.36	34792.51
02-05-2024 14:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	34912.07	34871.29	34944.21	34757.54
02-05-2024 14:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	34857.24	34817.69	34891.19	34704.64
02-05-2024 14:30:0059.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.30	34882.64	34851.05	34934.04	34736.51
02-05-2024 14:45:0059.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	35004.52	34992.31	35084.79	34887.59
02-05-2024 15:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34914.35	34890.24	34975.58	34780.84
02-05-2024 15:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34862.35	34825.95	34902.92	34712.57
02-05-2024 15:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.33	34857.85	34827.52	34908.66	34716.13
02-05-2024 15:45:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.34	34814.04	34773.71	34851.64	34655.35
02-05-2024 16:00:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.32	34872.23	34835.13	34907.69	34725.51
02-05-2024 16:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.29	34974.09	34939.87	35009.08	34836.50
02-05-2024 16:30:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	35050.70	35030.18	35103.81	34936.01
02-05-2024 16:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	35196.35	35197.65	35278.35	35118.22
02-05-2024 17:00:0059.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	35268.04	35278.33	35366.22	35200.73
02-05-2024 17:15:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.22	35277.75	35274.85	35355.29	35191.54
02-05-2024 17:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	35300.82	35305.61	35391.32	35224.64
02-05-2024 17:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	35348.41	35357.72	35449.79	35275.09
02-05-2024 18:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.20	35351.88	35358.43	35436.19	35287.26
02-05-2024 18:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.18	35388.57	35403.41	35486.25	35335.42
02-05-2024 18:30:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.22	35100.32	35113.25	35209.95	35029.41
02-05-2024 18:45:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.23	34858.58	34845.23	34932.05	34745.06
02-05-2024 19:00:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.28	34739.87	34727.39	34856.28	34586.09
02-05-2024 19:15:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	34779.70	34768.78	34906.55	34620.14
02-05-2024 19:30:0059.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.26	34890.01	34877.54	35012.22	34730.43
02-05-2024 19:45:0059.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	35069.88	35055.85	35196.20	34901.49
02-05-2024 20:00:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.27	35136.63	35101.39	35205.02	34962.51
02-05-2024 20:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.25	35220.49	35186.82	35274.24	35065.67
02-05-2024 20:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.26	35311.14	35281.24	35378.43	35154.18
02-05-2024 20:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.25	35028.03	35000.61	35093.48	34880.37
02-05-2024 21:00:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.24	35014.03	34982.03	35067.55	34864.49
02-05-2024 21:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.26	34989.15	34947.20	35029.96	34822.49
02-05-2024 21:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.19	35021.91	34998.88	35075.83	34898.91
02-05-2024 21:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.19	35169.30	35137.64	35209.48	35034.13
02-05-2024 22:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.21	35283.81	35249.62	35319.30	35145.71
02-05-2024 22:15:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.31	34890.93	34811.61	34862.17	34681.73
02-05-2024 22:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.63	34434.12	34250.40	34292.34	34024.74
02-05-2024 22:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.61	34561.12	34375.08	34403.50	34160.66
02-05-2024 23:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.56	34765.22	34591.80	34613.51	34396.63
02-05-2024 23:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.55	34480.86	34335.45	34388.50	34137.06
02-05-2024 23:30:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.53	34648.49	34489.14	34512.42	34306.53
02-05-2024 23:45:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.50	34773.96	34623.71	34645.43	34451.75
03-05-2024 00:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.47	34690.22	34568.61	34617.21	34398.43
03-05-2024 00:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.45	34732.97	34626.24	34693.51	34452.19
03-05-2024 00:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.43	34703.29	34596.10	34656.79	34428.23
03-05-2024 00:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.42	34776.15	34675.97	34739.55	34512.14
03-05-2024 01:00:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.39	34881.84	34792.65	34855.07	34641.05
03-05-2024 01:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.37	34946.66	34859.02	34918.83	34711.59
03-05-2024 01:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.41	34993.98	34876.24	34904.48	34730.16
03-05-2024 01:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.41	34968.33	34848.71	34876.09	34701.74
03-05-2024 02:00:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.40	34942.78	34826.50	34853.80	34682.86
03-05-2024 02:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.41	35007.45	34893.09	34928.20	34743.56
03-05-2024 02:30:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.42	35091.65	34977.86	35011.43	34830.42
03-05-2024 02:45:0060.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.42	35128.30	35017.79	35054.46	34870.61
03-05-2024 03:00:0059.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.41	35157.84	35046.97	35080.40	34902.63
03-05-2024 03:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.38	35103.41	34996.19	35024.19	34860.97
03-05-2024 03:30:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.39	35172.64	35061.48	35087.57	34924.17
03-05-2024 03:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.41	35207.15	35091.69	35120.33	34947.58
